학년,학기,과목,키워드,원본_학습자료명
초등학교 5학년,공통,사회,처용,신라의 해상무역
초등학교 5학년,공통,사회,해상무역,신라의 해상무역
초등학교 5학년,공통,사회,교역의 흔적,신라의 해상무역
초등학교 5학년,공통,사회,하나 된 겨레,해동성국 발해
초등학교 5학년,공통,사회,도모산,해동성국 발해
초등학교 5학년,공통,사회,연호 사용,해동성국 발해
초등학교 5학년,공통,사회,발해,해동성국 발해
초등학교 5학년,공통,사회,삼국 통일과 발해,해동성국 발해
초등학교 5학년,공통,사회,해동성국,해동성국 발해
초등학교 5학년,공통,사회,고구려 계승,해동성국 발해
초등학교 5학년,공통,사회,하나 된 겨레,해동성국 발해
초등학교 5학년,공통,사회,정혜공주의 묘,해동성국 발해
초등학교 5학년,공통,사회,발해의 우수한 문화,해동성국 발해
초등학교 5학년,공통,사회,통일 신라와 발해 사람,해동성국 발해
초등학교 5학년,공통,사회,백제 전성기,문화대국 백제
초등학교 5학년,공통,사회,금동 대향로,문화대국 백제
초등학교 5학년,공통,사회,하나 된 겨레,문화대국 백제
초등학교 5학년,공통,사회,삼국의 성립과 발전,문화대국 백제
초등학교 5학년,공통,사회,무령왕릉,문화대국 백제
초등학교 5학년,공통,사회,백제,문화대국 백제
초등학교 5학년,공통,사회,하나 된 겨레,문화대국 백제
초등학교 5학년,공통,사회,무령왕릉 지석,문화대국 백제
초등학교 5학년,공통,사회,백제 유물,문화대국 백제
초등학교 5학년,공통,사회,문화대국,문화대국 백제
초등학교 5학년,공통,사회,구지봉,세계 여러 나라의 건국신화
초등학교 5학년,공통,사회,세계 여러 나라의 건국신화,세계 여러 나라의 건국신화
초등학교 5학년,공통,사회,고조선,세계 여러 나라의 건국신화
초등학교 5학년,공통,사회,개천절,세계 여러 나라의 건국신화
초등학교 5학년,공통,사회,단군왕검,세계 여러 나라의 건국신화
초등학교 5학년,공통,사회,건국신화,세계 여러 나라의 건국신화
초등학교 5학년,공통,사회,하나 된 겨레,세계 여러 나라의 건국신화
초등학교 5학년,공통,사회,박혁거세,세계 여러 나라의 건국신화
초등학교 5학년,공통,사회,하나 된 겨레,세계 여러 나라의 건국신화
초등학교 5학년,공통,사회,하늘의 자손,세계 여러 나라의 건국신화
초등학교 5학년,공통,사회,주몽,세계 여러 나라의 건국신화
초등학교 5학년,공통,사회,김수로왕,세계 여러 나라의 건국신화
초등학교 5학년,공통,사회,단군,세계 여러 나라의 건국신화
초등학교 5학년,공통,사회,홍익인간,세계 여러 나라의 건국신화
초등학교 5학년,2학기,사회,태조,힘찬 기상의 고구려
초등학교 5학년,2학기,사회,고조건,힘찬 기상의 고구려
초등학교 5학년,2학기,사회,우리 역사의 시작과 발전,힘찬 기상의 고구려
초등학교 5학년,2학기,사회,고구려,힘찬 기상의 고구려
초등학교 5학년,2학기,사회,발해,고구려를 이어받은 발해
초등학교 5학년,2학기,사회,해동성국,고구려를 이어받은 발해
초등학교 5학년,2학기,사회,대조영,고구려를 이어받은 발해
초등학교 5학년,2학기,사회,고구려를 이어받은 발해,고구려를 이어받은 발해
초등학교 5학년,2학기,사회,우리 역사의 시작과 발전,고구려를 이어받은 발해
초등학교 5학년,2학기,사회,고구려,고구려를 이어받은 발해
초등학교 5학년,공통,사회,노비,"근친혼, 노비안검법, 과거제도"
초등학교 5학년,공통,사회,왕권 강화,"근친혼, 노비안검법, 과거제도"
초등학교 5학년,공통,사회,광종,"근친혼, 노비안검법, 과거제도"
초등학교 5학년,공통,사회,권력,"근친혼, 노비안검법, 과거제도"
초등학교 5학년,공통,사회,결혼,"근친혼, 노비안검법, 과거제도"
초등학교 5학년,공통,사회,왕권,"근친혼, 노비안검법, 과거제도"
초등학교 5학년,공통,사회,호족 포용 정책,"근친혼, 노비안검법, 과거제도"
초등학교 5학년,공통,사회,노비안검법,"근친혼, 노비안검법, 과거제도"
초등학교 5학년,공통,사회,양민,"근친혼, 노비안검법, 과거제도"
초등학교 5학년,공통,사회,다양한 문화를 꽃피운 고려,"근친혼, 노비안검법, 과거제도"
초등학교 5학년,공통,사회,근친혼,"근친혼, 노비안검법, 과거제도"
초등학교 5학년,공통,사회,과거제도,"근친혼, 노비안검법, 과거제도"
초등학교 5학년,공통,사회,왕족 결혼,"근친혼, 노비안검법, 과거제도"
초등학교 5학년,공통,사회,다양한 문화를 꽃피운 고,"근친혼, 노비안검법, 과거제도"
초등학교 5학년,2학기,사회,세계와 활발하게 교류한 고려,"거란의 침입과 서희, 강감찬의 활약"
초등학교 5학년,2학기,사회,서희,"거란의 침입과 서희, 강감찬의 활약"
초등학교 5학년,2학기,사회,강감찬,"거란의 침입과 서희, 강감찬의 활약"
초등학교 5학년,2학기,사회,거란,"거란의 침입과 서희, 강감찬의 활약"
초등학교 5학년,2학기,사회,양규,"거란의 침입과 서희, 강감찬의 활약"
초등학교 5학년,2학기,사회,고려,"거란의 침입과 서희, 강감찬의 활약"
초등학교 5학년,2학기,사회,세계와 활발하게 교류한 고려,몽골의 침략과 고려의 저항
초등학교 5학년,2학기,사회,민초,몽골의 침략과 고려의 저항
초등학교 5학년,2학기,사회,몽골의 침략,몽골의 침략과 고려의 저항
초등학교 5학년,2학기,사회,삼별초,몽골의 침략과 고려의 저항
초등학교 5학년,2학기,사회,몽골,몽골의 침략과 고려의 저항
초등학교 5학년,2학기,사회,무신정권,몽골의 침략과 고려의 저항
초등학교 5학년,2학기,사회,고려,몽골의 침략과 고려의 저항
초등학교 5학년,공통,사회,고려 도자기 제작기술,고려청자와 상감기법
초등학교 5학년,공통,사회,고려의 과 기술,고려청자와 상감기법
초등학교 5학년,공통,사회,다양한 문화를 꽃피운 고려,고려청자와 상감기법
초등학교 5학년,공통,사회,상형청자,고려청자와 상감기법
초등학교 5학년,공통,사회,상감기법 기원,고려청자와 상감기법
초등학교 5학년,공통,사회,다양한 문화를 꽃피운 고려,고려청자와 상감기법
초등학교 5학년,공통,사회,상감기법,고려청자와 상감기법
초등학교 5학년,공통,사회,고려의 기술,고려청자와 상감기법
초등학교 5학년,공통,사회,고려청자,고려청자와 상감기법
초등학교 5학년,공통,사회,흥덕사,금속활자와 목판인쇄술
초등학교 5학년,공통,사회,밀랍주조법,금속활자와 목판인쇄술
초등학교 5학년,공통,사회,해인사,금속활자와 목판인쇄술
초등학교 5학년,공통,사회,직지심체요절,금속활자와 목판인쇄술
초등학교 5학년,공통,사회,다양,금속활자와 목판인쇄술
초등학교 5학년,공통,사회,금속활자 만드는 과정,금속활자와 목판인쇄술
초등학교 5학년,공통,사회,팔만대장경 제작 과정,금속활자와 목판인쇄술
초등학교 5학년,공통,사회,다양한 문화를 꽃피운 고려,금속활자와 목판인쇄술
초등학교 5학년,공통,사회,팔만대장경,금속활자와 목판인쇄술
초등학교 5학년,공통,사회,금속활자,금속활자와 목판인쇄술
초등학교 5학년,공통,사회,목판인쇄술,금속활자와 목판인쇄술
초등학교 5학년,공통,사회,직지,금속활자와 목판인쇄술
초등학교 3학년,공통,사회,관례,관례(冠禮)
초등학교 3학년,공통,사회,계례,관례(冠禮)
초등학교 3학년,공통,사회,아명,관례(冠禮)
초등학교 3학년,공통,사회,다양한 삶의 모습들,관례(冠禮)
초등학교 3학년,공통,사회,성년의 날,관례(冠禮)
초등학교 3학년,공통,사회,세계 여러 지역의 자연과 문화,관례(冠禮)
초등학교 3학년,공통,사회,다른 나라 관례,관례(冠禮)
초등학교 3학년,공통,사회,다양한 삶의 모습들,관례(冠禮)
초등학교 6학년,공통,사회,관례,관례(冠禮)
초등학교 6학년,공통,사회,계례,관례(冠禮)
초등학교 6학년,공통,사회,아명,관례(冠禮)
초등학교 6학년,공통,사회,다양한 삶의 모습들,관례(冠禮)
초등학교 6학년,공통,사회,성년의 날,관례(冠禮)
초등학교 6학년,공통,사회,세계 여러 지역의 자연과 문화,관례(冠禮)
초등학교 6학년,공통,사회,다른 나라 관례,관례(冠禮)
초등학교 6학년,공통,사회,다양한 삶의 모습들,관례(冠禮)
초등학교 3학년,공통,사회,시묘살이,상례(喪禮)
초등학교 3학년,공통,사회,봉안당,상례(喪禮)
초등학교 3학년,공통,사회,상례,상례(喪禮)
초등학교 3학년,공통,사회,현대 상례 문화,상례(喪禮)
초등학교 3학년,공통,사회,고인돌,상례(喪禮)
초등학교 3학년,공통,사회,잔디장,상례(喪禮)
초등학교 3학년,공통,사회,선사시대 상례,상례(喪禮)
초등학교 3학년,공통,사회,남방식,상례(喪禮)
초등학교 3학년,공통,사회,장례식,상례(喪禮)
초등학교 3학년,공통,사회,다양한 삶의 모습들,상례(喪禮)
초등학교 3학년,공통,사회,상복,상례(喪禮)
초등학교 3학년,공통,사회,화초장,상례(喪禮)
초등학교 3학년,공통,사회,수목장,상례(喪禮)
초등학교 3학년,공통,사회,북방식,상례(喪禮)
초등학교 3학년,공통,사회,화장,상례(喪禮)
초등학교 3학년,공통,사회,다양한 삶의 모,상례(喪禮)
초등학교 3학년,공통,사회,혼례,혼례(冠禮
초등학교 3학년,공통,사회,다양한 삶의 모습들,혼례(冠禮
초등학교 3학년,공통,사회,결혼,혼례(冠禮
초등학교 3학년,공통,사회,다른 나라 결혼식,혼례(冠禮
초등학교 3학년,공통,사회,전통혼례 모습,혼례(冠禮
초등학교 3학년,공통,사회,전통혼례,혼례(冠禮
초등학교 3학년,공통,사회,세계 여러 지역의 자연과 문화,혼례(冠禮
초등학교 3학년,공통,사회,폐백,혼례(冠禮
초등학교 3학년,공통,사회,다양한 삶의 모습들,혼례(冠禮
초등학교 3학년,공통,사회,제례,제례(祭禮)
초등학교 3학년,공통,사회,차례,제례(祭禮)
초등학교 3학년,공통,사회,세계 여러 지역의 자연과 문,제례(祭禮)
초등학교 3학년,공통,사회,고춧가루,제례(祭禮)
초등학교 3학년,공통,사회,고추장,제례(祭禮)
초등학교 3학년,공통,사회,다양한 삶의 모습들,제례(祭禮)
초등학교 3학년,공통,사회,풍어제,제례(祭禮)
초등학교 3학년,공통,사회,산신제,제례(祭禮)
초등학교 3학년,공통,사회,명절 제사상,제례(祭禮)
초등학교 3학년,공통,사회,제사,제례(祭禮)
초등학교 3학년,공통,사회,다양한 삶의 모습들,제례(祭禮)
초등학교 6학년,2학기,사회,우리나라의 민주 정치,행정부의 역할
초등학교 6학년,2학기,사회,행정부,행정부의 역할
초등학교 6학년,2학기,사회,행정부의 역할,행정부의 역할
초등학교 6학년,2학기,사회,사법부,행정부의 역할
초등학교 6학년,2학기,사회,대통령,행정부의 역할
초등학교 6학년,2학기,사회,입법부,행정부의 역할
초등학교 5학년,공통,사회,정미의병,독립운동의 전개
초등학교 5학년,공통,사회,독립운동의 전개,독립운동의 전개
초등학교 5학년,공통,사회,의병,독립운동의 전개
초등학교 5학년,공통,사회,전형필,독립운동의 전개
초등학교 5학년,공통,사회,문화재 수집,독립운동의 전개
초등학교 5학년,공통,사회,"안중근,조마리아,히로부미",독립운동의 전개
